date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:43:16	392862/392862	---MCZ	200	added ('OK')	text/html	date:Sat,%2008%20May%202021%2023:43:15%20GMT	https://takujiyamada100.wixsite.com/my-site-7	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/my-site-7.html	(from )
08:43:17	201/201	---M--	200	added ('OK')	text/plain	etag:W/%22c9-fPhna5f2Wf3Q8vo5B48mI7Y0z7w%22	https://takujiyamada100.wixsite.com/robots.txt		(from )
08:43:17	137771/137771	---M-Z	200	added ('OK')	application/javascript	etag:W/%2218eb21e8d1074fd7a594d3748ba0cb33%22	https://static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	C:/Users/user/Desktop/wix/static.parastorage.com/unpkg/core-js-bundle@3.2.1/minified.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:17	1171/1171	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c187011c9a45c15a6fcbf5d62a5d755f%22	https://static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	C:/Users/user/Desktop/wix/static.parastorage.com/unpkg/focus-within-polyfill@5.0.9/dist/focus-within-polyfill.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:17	37648/37648	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2017%20Feb%202021%2006:27:52%20GMT	https://polyfill.io/v3/polyfill.min.js?features=fetch	C:/Users/user/Desktop/wix/polyfill.io/v3/polyfill.mind82c.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:18	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20May%202021%2023:43:17%20GMT	https://takujiyamada100.wixsite.com/my-site-7/decodeURIComponent(e	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/my-site-7/decodeURIComponent(e	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:18	58325/58325	---M-Z	200	added ('OK')	application/javascript	etag:%2227315422580e3fc670b3db4a0f32598e%22	https://browser.sentry-cdn.com/5.21.4/bundle.min.js	C:/Users/user/Desktop/wix/browser.sentry-cdn.com/5.21.4/bundle.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:19	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20May%202021%2023:43:18%20GMT	https://takujiyamada100.wixsite.com/my-site-7/https:	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/my-site-7/https_	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:19	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20May%202021%2023:43:19%20GMT	https://takujiyamada100.wixsite.com/my-site-7/robots.txt	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/my-site-7/robots.txt	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:20	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20May%202021%2023:43:20%20GMT	https://takujiyamada100.wixsite.com/my-site-7/sitemap.xml	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/my-site-7/sitemap.xml	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:20	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20May%202021%2023:43:20%20GMT	https://takujiyamada100.wixsite.com/my-site-7/feed.xml	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/my-site-7/feed.xml	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:21	134731/134731	---M-Z	200	added ('OK')	application/javascript	etag:W/%22222715fc7a282c3a67381a8ee1b81495%22	https://static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.2d197609.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.2d197609.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:21	174587/174587	---M-Z	200	added ('OK')	application/javascript	etag:W/%2251b621dab9a0c5011b8dcee9f257814b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.c7b127d1.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/main.c7b127d1.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:21	73261/73261	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bc0594c54450e8ac689739b6b198067a%22	https://static.parastorage.com/unpkg/lodash@4.17.15/lodash.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/unpkg/lodash@4.17.15/lodash.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:21	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%22edf56a42bca6b565bf7dfcbd8ffc221a%22	https://static.parastorage.com/unpkg/react@16.13.1/umd/react.production.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/unpkg/react@16.13.1/umd/react.production.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:21	22865/22865	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b1c243e21eaa1a1d72039e86f64e9dc4%22	https://static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.e3b8ed6e.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.e3b8ed6e.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:22	18418/18418	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222d446b51da53effd4383442f246a590%22	https://static.parastorage.com/services/wix-thunderbolt/dist/page-features.ba0c1636.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/page-features.ba0c1636.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:22	20076/20076	---M-Z	200	added ('OK')	application/javascript	etag:W/%22669db35dcd32ca5124d0c2327bf824cf%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ooi.45f1246d.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/ooi.45f1246d.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:22	35067/35067	---M-Z	200	added ('OK')	application/javascript	etag:W/%229107f6178484039ce39c2456631c9d9e%22	https://static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.a20ad5f1.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.a20ad5f1.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:22	8550/8550	---M-Z	200	added ('OK')	application/javascript	etag:W/%22444be982c859fc22960889b08e7bebf8%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.fd7e49b4.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.fd7e49b4.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:22	592/592	---M-Z	200	added ('OK')	application/javascript	etag:W/%2296435d3c6940a8c05e4843c7647e65d5%22	https://static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.833cd0ce.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.833cd0ce.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:23	15996/15996	---M-Z	200	added ('OK')	application/javascript	etag:W/%226ba811bd9aa80a6004d180ea573338f8%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platform.82b73454.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/platform.82b73454.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:23	60287/60287	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f17753417e1cf9650dff7153fbc17bb0%22	https://static.parastorage.com/services/editor-elements/dist/componentSdks.5a0183f1.bundle.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/componentSdks.5a0183f1.bundle.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:23	10276/10276	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bb126b6054c4d9c61702d224b8344943%22	https://static.parastorage.com/services/tag-manager-client/1.282.0/siteTags.bundle.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/tag-manager-client/1.282.0/siteTags.bundle.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:23	126395/126395	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228980ef3ef12bbfe928b8e2ee2a69ad1%22	https://static.parastorage.com/services/editor-elements/dist/thunderboltElements.884a5072.bundle.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/thunderboltElements.884a5072.bundle.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:24	32692/32692	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a4945b0344123bdecb2d1a3f5fddbade%22	https://static.parastorage.com/services/wix-perf-measure/1.451.0/wix-perf-measure.bundle.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-perf-measure/1.451.0/wix-perf-measure.bundle.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:24	931/931	---M-Z	200	added ('OK')	application/javascript	etag:W/%2232189ea4f3a93ea480ffed336ab3f61b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/activePopup.25745e41.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/activePopup.25745e41.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:24	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22dcf51763fb4a654e15a4e6e7754ca5d2%22	https://static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:24	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20May%202021%2023:43:24%20GMT	https://takujiyamada100.wixsite.com/	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/index.html	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:24	691/691	---M-Z	200	added ('OK')	application/javascript	etag:W/%221cd5e71ecf285e293394aa8a883f671a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ooiTpaSharedConfig.63088af4.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/ooiTpaSharedConfig.63088af4.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:24	2370/2370	---M-Z	200	added ('OK')	application/javascript	etag:W/%220c694708579dceaf32d45061eca12ad6%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.751b226e.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.751b226e.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:25	3264/3264	---M-Z	200	added ('OK')	application/javascript	etag:W/%228194365ce1d08fde54aafd0ff46826e9%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.0a9681e8.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.0a9681e8.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:25	4086/4086	---M-Z	200	added ('OK')	application/javascript	etag:W/%2243e79d0a820a60e64cfe5795fda91822%22	https://static.parastorage.com/services/wix-thunderbolt/dist/protectedPages.e9a9db5b.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/protectedPages.e9a9db5b.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:25	65896/65896	---M-Z	200	added ('OK')	application/javascript	etag:W/%224e38ead26e321be1b893dfe55b20ba59%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpa.0fc3fbdf.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/tpa.0fc3fbdf.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:25	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20May%202021%2023:43:25%20GMT	https://takujiyamada100.wixsite.com/my-site-7/version/	C:/Users/user/Desktop/wix/takujiyamada100.wixsite.com/my-site-7/version/index.html	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:25	24719/24719	---M-Z	200	added ('OK')	application/javascript	etag:W/%229d8b825dcb9ef2985a19eb3e59de3190%22	https://static.parastorage.com/services/editor-elements/dist/bootstrap-components-classic.d9a0ac3e.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/bootstrap-components-classic.d9a0ac3e.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:25	849/849	---M-Z	200	added ('OK')	application/javascript	etag:W/%221280850015be4db54ae5b9e5a21a50d5%22	https://static.parastorage.com/services/editor-elements/dist/FiveGridLine_SolidLine.a761df49.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/FiveGridLine_SolidLine.a761df49.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:26	1610/1610	---M-Z	200	added ('OK')	application/javascript	etag:W/%22921f9d514aea6c1dd9429cbfeb5d669c%22	https://static.parastorage.com/services/editor-elements/dist/BgImageStrip.e3c168ca.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/BgImageStrip.e3c168ca.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:26	13869/13869	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ae60232c1ab5b2b3803c51f3f2f757fe%22	https://static.parastorage.com/services/editor-elements/dist/bootstrap-components-responsive.57ebf68e.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/bootstrap-components-responsive.57ebf68e.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:26	1101/1101	---M-Z	200	added ('OK')	application/javascript	etag:W/%2272fea098827bebc0e268cb1918ab9a00%22	https://static.parastorage.com/services/editor-elements/dist/VerticalLine_ClassicVerticalSolidLine.c3357656.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/VerticalLine_ClassicVerticalSolidLine.c3357656.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:26	3999/3999	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d4f0ac71103490cfb9d362b42909e717%22	https://static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.4ea08c45.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.4ea08c45.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:27	214750/214750	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c2b0e37a562445ded1f5e6a661ed4442%22	https://static.parastorage.com/services/wix-thunderbolt/dist/animations-vendors.4e441d04.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/wix-thunderbolt/dist/animations-vendors.4e441d04.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:27	31502/31502	---M-Z	200	added ('OK')	application/javascript	etag:W/%2234fdff6ab63ff9ede199dfbdbf9029c2%22	https://static.parastorage.com/services/editor-elements/dist/bootstrap-components-common.60eec122.chunk.min.js	C:/Users/user/Desktop/wix/static.parastorage.com/services/editor-elements/dist/bootstrap-components-common.60eec122.chunk.min.js	(from https://takujiyamada100.wixsite.com/my-site-7)
08:43:27	6155/6155	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20May%202021%2005:43:54%20GMT	https://static.wixstatic.com/media/1f3c0f_957724c311b44d4e960fd6cebb8995d4.jpg/v1/fill/w_480,h_287,al_c,q_80,usm_0.66_1.00_0.01,blur_2/1f3c0f_957724c311b44d4e960fd6cebb8995d4.jpg	C:/Users/user/Desktop/wix/static.wixstatic.com/media/1f3c0f_957724c311b44d4e960fd6cebb8995d4.jpg/v1/fill/w_480,h_287,al_c,q_80,usm_0.66_1.00_0.01,blur_2/1f3c0f_957724c311b44d4e960fd6cebb8995d4.jpg	(from https://takujiyamada100.wixsite.com/my-site-7)
